Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
17,2016/02/17,13:25,Stanevičiaus g. 17,Šimkonis,"Įgriuva prie šulinio, prie 2-os laiptinės.",Įgriuva (100x110cm h50cm.) prie VV šulinio. Pastatytos 2 tvorelės su STOP juosta. Informacija perduota.,,
18,2016/02/17,13:34,Kalvarijų g. 50,,Avarinė duobė važiuojamoje gatvės dalyje.,"Duobė laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,1m³.  Pastebėtas įgriuvęs VV šulinys. Pastatyta vertikali gairė. Informacija perduota.",,
19,2016/02/17,13:44,Oslo g. (Nuo Gariūnų link Lazdynų 200m. Už viaduko),VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/17,14:17
20,2016/02/17,13:50,Žygimantų g. 14,G.K. Niaura,Įgriuvęs šaligatvis ir šulinys.,"Įgriuvusios plytelės įvažiavime į kiemą, aplink TEO šulinį. Mašinos dugnu kabina šulinį. Informacija perduota.",,
21,2016/02/17,13:54,G. Vilko g. 15,G.K. Niaura,Patikrinti šulinius važiuojamoje gatvės dalyje.,Juda VV šulinio korpusas važiuojamoje gatvės dalyje. Pastatyta vertikali gairė. Informacija perduota.,,
22,2016/02/17,14:25,Parodų g. (Už Parodų rūmų),R. Jacunskas,Praviras šulinys ant šaligatvio.,LN šulinys. Uždengtas tuo pačiu dangčiu.,2016/02/17,14:53
23,2016/02/17,15:16,Reformatų skveras,,Atviras šulinys žalioje vejoje.,FN šulinys. Uždengtas tuo pačiu g/b dangčiu.,2016/02/17,15:42
24,2016/02/17,15:19,Dariaus ir Girėno g. 83-85,BPC,Atviras šulinys įvažiavime į kiemą.,"Atviras šilumos tinklų šulinys. Laikinai uždengtas g/b dangčiu, pastatyta tvorelė. Informacija perduota.",,
25,2016/02/17,15:28,Lentvario g. (Prie Regitros),,Avarinės duobės kelkraštyje.,"Duobės užtaisytos smėlio/skaldos mišiniu. Sunaudota 1,8m³.",2016/02/17,17:35
26,2016/02/17,15:30,Senasis Pilaitės kelias (Prie Pilaitės pr.),BPC,Avarinės duobės važiuojamoje gatvės dalyje.,"Duobė užtaisyta frezuotu asfaltu. Sunaudota 0,1m³. ",,
27,2016/02/17,15:38,Dariaus ir Girėno g. (Nuvažiavimas į Žirnių g.),,Avarinės duobės važiuojamoje gatvės dalyje.,Avarinių duobių nurodytu adresu nepastebėta. Duobės H iki 3cm. ,2016/02/17,16:25
28,2016/02/17,15:49,Gabijos g. 5,BPC,Įgriuva prie šulinio važiuojamoje gatvės dalyje.,"Įgriuva prie LN trapo, pastatyta vertikali gairė. Informacija perduota.",,
29,2016/02/17,16:25,Konstitucijos pr. (Priešais Europa),BPC,Maišas važiuojamoje gatvės dalyje.,Nurodytu adresu maišo nepastebėta.,2016/02/17,16:45
30,2016/02/17,16:49,Gurių/Minsko pl. sankryža,Justinas,Avarinės duobės važiuojamoje gatvės dalyje.,"Duobė (280x110cm. H12cm.) laikinai užtaisyta smėlioskaldos mišiniu. Sunaudota 0,25m³. Informacija perduota.",,
31,2016/02/17,17:24,Pašilaičių g. 8,VPK,Betono gabalai važiuojamoje gatvės dalyje.,Betonas surinktas ir išvežtas. Gatvė išvalyta.,2016/02/17,17:50
32,2016/02/17,17:39,Gervėčių g. 4,Policijos ekipažas,Atviras šulinys žalioje vejoje.,VV šulinys. Uždengtas tuo pačiu dangčiu.,2016/02/17,18:12
33,2016/02/17,18:24,Žirgo g. 8,Smirnovas,Didelė medžio šaka važiuojamoje gatvės dalyje.,Medžio šaka patraukta nuo važiuojamosios gatvės dalies.,2016/02/17,18:50
34,2016/02/17,18:52,Skersinės g. (150m. nuo Molėtų g.),BPC,Avarinė duobė važiuojamoje gatvės dalyje. Autoįvykis.,"Duobė (100x80cm. H11cm.) laikinai užtaisyta smėlio/skaldos mišiniu. Sunaudota 0,15m³. Informacija perduota. Apgadintas automobilis Lexus (Valst. Nr. DRG001)",,
35,2016/02/17,18:55,G. Vilko g. (Už greičio matuoklio link Narbuto žiedo),,Negyvas šuo važiuojamoje gatvės dalyje.,Nurodytu adresu šuns nepastebėta.,2016/02/17,19:10
36,2016/02/17,19:15,Vandenio/Mykolo Lietuvio g. sankryža,VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/17,19:50
37,2016/02/17,19:37,Didlaukio g. 68,Anatolijus,Atviras šulinys žalioje vejoje.,Nurodytu adresu atvirų šulinių nepastebėta.,2016/02/17,20:02
38,2016/02/17,19:57,Batoro g. (Prie degalinės),,Negyvas katinas važiuojamoje gatvės dalyje.,"Pastebėtas tepaluotas skuduras, paimtas ir išvežtas.",2016/02/17,20:22
39,2016/02/17,20:27,Statybininkų g. 5,Policijos ekipažas,Kliūtis važiuojamoje agtvės dalyje.,Sulaužytas statybinis padėklas paimtas ir išvežtas.,2016/02/17,20:52
40,2016/02/17,21:19,Architektų g. 64,Zubienė,Pilnas FN šulinys žalioje vejoje.,informacija perduota.,,
41,2016/02/17,21:47,Polocko g. 1,Sadzavičiūtė,Atviras trapas važiuojamoje gatvės dalyje.,LN trapas. Uždengtas tomis pačiomis grotelėmis.,2016/02/17,22:13
42,2016/02/17,23:15,Verkių g. 47,BPC,Pilnas FN šulinys.,Informacija perduota.,,
43,2016/02/18,0.001389,Žirmūnų g. 35,,Atviras trapas kieme.,LN trapas. Uždengtas tomis pačiomis grotelėmis.,2016/02/18,0.019444
44,2016/02/18,0.023611,Olandų žiedas,,Žalioje vejoje pastebėta lengvojo automobilio padanga.,Padanga paimta ir išvežta.,2016/02/18,0.027083
45,2016/02/18,04:15,Liepkalnio g. (100m. Iki Salininkų žiedo),VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/18,04:41
46,2016/02/18,04:49,Žirnių g. (Prie posūkio į Burbiškių g.),,Važiuojamoje gatvės dalyje pastebėtas skardos lakštas.,Skardos lakštas paimtas ir išvežtas.,2016/02/18,04:53
