Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
42,2016/02/23,17:25,A. Tumėno g.,BPC,Pie Mažvydo bibliotekos mašinų stovėjimo aikštelėje iš automobilio Ištekėjąs  tepalas.,Nuvykus į vieta išsiliejusio tepalo nerasta.,2016/02/23,
43,2016/02/23,17:50,Ties Geležinio Vilko tiltu.,Priešgaisrinė tarnyba,Iš lietaus kolektoriaus į upę teka naftos produktai.,Gaisrininkai pastatė savo bonus o mes ant vandens subėrėm sauso sorbento  (30kg),2016/02/23,18:45
43,2016/02/23,18:50,Kalvarijų g.3,Policija,Sutvarkyti gatve po gaisro degė automobilis.,"Gatvė sutvarkyta,Plasmasinės nuolaužos surinktos, išvežtos.Sunaudota sauso sorbento (5kg) tepalam neutralizuoti.",2016/02/23,20:10
44,2016/02/23,19:40,Balžio g.,BPC,Važ gatvės dalyje duobės,"Užpilta frezuotu asfaltu. (1,2m3)",2016/02/23,21;45
45,2016/02/23,20:20,Daukšos g. važ. nuo Aušros vartų,BPC,Žiuprionių g. nedavažiavus Subačiaus g.prasėdęs šulinys važ. gatvės dalyje.,"Šulinys ""TEO"" pastatyta vert. Gairė.",2016/02/23,
46,2016/02/23,21:10,Birbynių g.,BPC,Slidi kelio danga,Informacija perduota,2016/02/23,
47,2016/02/23,22:05,Ukmergės/Žadeikos g. sank.,Policija,Autoįvykis.,"Duženos surinktos , išvežtos gatvė išvalyta.",2016/02/23,23:10
48,2016/02/23,23:00,Kareivių/Verkių sank.,BPC,Atviras šulinys važ .gatvės dalyje.,Uždengtas tuo pačiu.,2016/02/23,23:45
49,2016/02/23,23:30,Pilaitės pr. 31,Policija,"Po autoįvykio apgadintas apšvietimo stulpas, numuštas plafonas",Informacija perduota.,2016/02/23,
50,2016/02/24,0.069444,Žirmūnų g.66,Policija,Važ. gatvės dalyje šiukšlių maišai iškrite su šiukšlėmis.,"Surinkti, išvežti.",2016/02/24,02:30
51,2016/02/24,03:50,Zarasų/Paplaujos sankr.,112,Autoįvykis duženos.,"Surinktos, išvežtos",2016/02/24,04:45
52,2016/02/24,05:15,Dzūkų g.25,BPC,Iškeltas šulinio dangtis važ. gatvės dalyje.,Korpusas išvalytas dangtis įstatytas į vieta laikosi stabiliai.,2016/02/24,06:10
