Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
22,2016/02/29,14:57,Kapsų g. 32,Policijos ekipažas,Lengvojo automobilio padanga važiuojamoje gatvės dalyje.,Padanga paimta ir išvežta.,2016/02/29,15:20
23,2016/02/29,15:30,Dariaus ir Girėno g. (Nuvažiavimas į Žirnių g.),,Važiuojamoje gatvės dalyje pastebėtas rato gaubtas.,Rato gaubtas paimtas ir išvežtas.,2016/02/29,15:37
24,2016/02/29,16:12,Olandų g. 3,BPC,Įgriuvęs šulinys važiuojamoje gatvės dalyje.,"VV šulinys. Ženklo nestatėme, nes trukdys eismui. Informacija perduota.",,
25,2016/02/29,16:27,Polocko g. 6,Juozas,Praviras šulinys automobilių stovėjimo aikštelėje.,TEO šulinys. Uždengtas tuo pačiu dangčiu.,2016/02/29,16:51
26,2016/02/29,16:42,Gabijos g. 17,,Pilnas FN šulinys.,Informacija perduota.,,17:12
27,2016/02/29,17:17,"G.Vilko g. (Po pėsčiųjų viaduku, ties Jeruzalę)",,Kliūtis važiuojamoje gatvės dalyje.,Bamperio nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2019.02.29,17:50
28,2016/02/29,17:57,Savičiaus g. 7-9,,Pilnas FN šulinys.,Informacija perduota.,,
29,2016/02/29,18:05,Šeškinės/Paberžės g. sankryža,VPK,Stiklo duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/29,18:32
30,2016/02/29,18:42,Ozo g. 40,,Važiuojamoje gatvės dalyje pastebėtas maišas su šiukšlėmis.,Maišas paimtas ir išvežtas.,2016/02/29,18:47
31,2016/02/29,18:52,Vyšnių g. 6,Vladimiras,"Pavojingai pakibusi medžio šaka, virš įvažiavimo į kiemą.",Medžio šaka nupjauta ir išvežta.,2016/02/29,19:20
32,2016/02/29,19:17,Kairėnų g. (Prie posūkio į Šilėnų sodus),VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/29,19:50
33,2016/02/29,20:00,Nemenčinės/Kairėnų g. sankryža,,Važiuojamoje gatvės dalyje pastebėtos skaldytos malkos.,Malkos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/29,20:11
34,2016/02/29,20:35,Vakarinis aplinkkelis (Nuo Pilaitės link Gariūnų),BPC,Sulaužytas atitvaras važiuojamoje gatvės dalyje.,Pastebėtos medinės nuolaužos. Surinktos ir išvežtos.,2016/02/29,21:00
35,2016/02/29,20:37,Sidoronių g.,BPC ,Avarinė duobė važiuojamoje gatvės dalyje. Autoįvykis.,"Automobilis Opel Omega (Valst. Nr. GDL024) įvažiavo į duobę (100x50cm. H8cm.). Duobė laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,1m³. Informacija perduota.",,
36,2016/02/29,21:00,Dvariškių g.,BPC,Slidi kelio danga.,Informacija perduota.,,
37,2016/02/29,21:15,Gariūnų g. 55,VPK,Krovininio automobilio padanga važiuojamoje gatvės dalyje.,Padanga paimta ir išvežta.,2016/02/29,21:33
38,2016/02/29,21:25,Tusklėnų g. 15,BPC,Sužeistas gyvūnas kelkraštyje.,Nurodytu adresu gyvūno nepastebėta.,2016/02/29,21:53
39,2016/02/29,21:37,Parko g. 17,BPC,Praviras šulinys žalioje vejoje.,VV šulinys. Uždengtas tuo pačiu dangčiu.,2016/02/29,22:02
40,2016/02/29,22:15,Kauno g. 19,,Plastmasinės nuolaužos važiuojamoje gatvės dalyje.,Nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/29,22:35
41,2016/02/29,22:32,Aguonų g. 22,,Pilnas FN šulinys.,Informacija perduota.,,
42,2016/02/29,22:39,Dzūkų g. 38,VPK,Išsilieję degalai.,Nurodytu adresu degalų nepastebėta.,2016/02/29,23:02
43,2016/02/29,23:05,Darbininkų g. 13,,Atviras šulinys automobilių stovėjimo aikštelėje.,Šilumos tinklų šulinys. Korpusas išvalytas nuo smėlio. Šulinys uuždengtas tuo pačiu dangčiiu.,2016/02/29,23:31
44,2016/03/01,0.013194,Mokslininkų g. (200m. iki Molėtų pl.),VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/03/01,0.036111
45,2016/03/01,0.045139,G Vilko g. (Prie Narbuto žiedo),,Važiuojamoje gatvės dalyje pastebėtas rato gaubtas.,Rato gaubtas paimtas ir išvežtas.,2016/03/01,0.048611
46,2016/03/01,04:04,Keramikų g. (Kylant į kalną),,Sužeista stirna kelkraštyje. Autoįvykis.,Nurodytu adresu stirnos nepastebėta.,2016/03/01,04:40
47,2016/03/01,04:45,"Saulėtekio al. (Prie ,,IKI"")",,Važiuojamoje gatvės dalyje pastebėtas parduotuvės vežimėlis.,Vežimėlis patrauktas nuo važiuojamosios gatvės dalies.,2016/03/01,04:55
