Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
19,2016/02/28,13:40,Lazdynų g. 2A-18,Dabulavičius,"Pranešė, kad nori perduoti sudaužyto buitinio termometro su gyvsidabriu liekanas",Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui,2016/02/28,14:00
20,2016/02/28,14:11,Subačiaus g. 45,,"Ratlankio gaubtas važiuojamoje gatvės dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/02/28,14:16
21,2016/02/28,14:25,Lazdynų g. 2A,Edvard,Prasėdęs šulinys šaligatvyje,Prasėdęs LN šulinys Nr. 214 šaligatvyje,,
22,2016/02/28,14:39,Pelesos g. 3,,"Metalinė sutraiškyta skardinė talpa gatvės važiuojamoje dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/02/28,14:45
23,2016/02/28,14:55,Garvežių g. 8,BPC,Atviras šulinys žaliosios vejos zonoje,Nurodytu adresu atviro šulinio nerasta,2016/02/28,15:20
24,2016/02/28,15:28,"Pramonės g. / Pergalės g.
< 2016.02.04 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"Praėdusios šaligatvio plytelės. Miesto komunalinių inžinerinių tinklų prasėdimo vietoje nėra
[tvorelė]",Patikrinta. Remonto darbai neatlikti.,2016/02/28,15:33
25,2016/02/28,15:45,Pedagoginio Universiteto žiedas prie upės,,"Pastatytų bonų patikrinimas,              (žiųrėti įrašą: 2016.02.23)","Pastatyti bonai patikrinti, veikia tvarkingai.",2016/02/28,15:49
26,2016/02/28,16:03,A. Kojelavičiaus g. 87,,"Važiuojamoje gatvės dalyje išmėtytos kartoninės dėžės liekanos
[pastebėta važiuojant]",Surinkta ir išvežta,2016/02/28,16:11
27,2016/02/28,16:25,Apkasų g. / Minties g.,VPK,Automobilio žibintų duženos ir plastiko liekanos važiuojamoje gatvės dalyje," Surinkta ir išvežta, vieta išvalyta",2016/02/28,16:49
28,2016/02/28,17:05,Žalgirio g. 92,,"Automobilio žibintų duženos važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/02/28,17:13
29,2016/02/28,17:25,Verkių g. 56,,"Tepaluotas skuduras važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/02/28,17:30
30,2016/02/28,17:46,"Pajautos g. 31
(priešais EMSI)",BPC,Lentos fragmentas važiuojamoje gatvės dalyje,paimta ir išvežta,2016/02/28,18:10
31,2016/02/28,18:03,Taikos g. 177,BPC,Atviras šulinys žaliosios vejos zonoje,FN tinklų šulinio dangtis nustumtas. Šulinys uždengtas tuo pačiu dangčiu.,2016/02/28,18:25
32,2016/02/28,18:34,Laisvės pr. 62,,"Metalinės tvirtinimo juostos fragmentas gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/02/28,18:39
33,2016/02/28,18:54,Fabijoniškių g. 3,,"Ratlankio gaubto liekanos važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinktos ir išvežtos, vieta išvalyta",2016/02/28,19:00
34,2016/02/28,19:11,Liepkalnio g. 101,VPK,Kliūtis gatvės važiuojamoje dalyje,"Važiuojamoje gatvės dalyje išmėtytos baldų plokščių nuolaužos ir smulkios skeveldros
Surinkta ir išvežta, vieta išvalyta",2016/02/28,19:33
35,2016/02/28,19:45,Vilkpėdės g. 10,,"Buitinės šiukšlės važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinktos ir išvežtos, vieta išvalyta",2016/02/28,19:55
36,2016/02/28,20:05,"Miesto centras, Senamiesčio ir Užupio rajonai (pagal patvirtintą gatvių sąrašą) UAB „Grinda“ direktoriaus įsakymas Nr.V-269",,Dėl tvarkos mieste užtikrinimo švenčių metu ir savaitgaliais,Gatvės švarios; šiukšlės surinktos iš perpildytų šiukšliadėžių - 1 maišas buitinių šiukšlių,2016/02/28,20:55
37,2016/02/28,20:26,Subačiaus g. 28,VPK,Atviras šulinys važiuojamoje gatvės dalyje,LN tinklų trapo grotelės išstumtos. Grotelės įstatytos atgal. Laikosi tvirtai.,2016/02/28,20:50
38,2016/02/28,20:57,Elektrinės g. 6,,"Nukritusios medžio šakos važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Medžio šakos surinktos ir patrauktos į kelkraštį, vieta išvalyta",2016/02/28,21:05
39,2016/02/28,21:20,"Paneriškių g. 
(priešais Gariūnų turgavietė)",,"Buitinės šiukšlės važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/02/28,21:35
40,2016/02/28,21:47,Vilniaus g. (nuo Grigiškių link Vilniaus važiuojant),BPC,Kliūtis gatvės važiuojamoje dalyje,Lentos fragmentas paimtas ir išvežtas,2016/02/28,22:25
41,2016/02/28,22:40,Dubliškių g. 7,,"Suplėšytos padangos fragmentai gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Surinkta ir išvežta,2016/02/28,22:50
42,2016/02/28,23:02,Sodų g. 14,VPK,stiklo duženos ir buitinės šiukšlės važiuojamoje gatvės dalyje,"Surinkta ir išvežta, vieta išvalyta",2016/02/28,23:30
43,2016/02/28,23:44,Vytenio g. 61A,,"Skardinės nuo alaus gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Surinkta ir išvežta,2016/02/28,23:50
44,2016/02/29,0.020833,Ribiškių Didžioji g. 2,,"Akmuo važiuojamoje gatvės dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/02/29,0.024306
45,2016/02/29,05:15,Gerosios Vilties žiedas,VPK,"Autoįvykis: 
automobilio žibintų duženos, plastiko liekanos ir skardos fragmentai važiuojamoje gatvės dalyje","Surinkta ir išvežta, vieta išvalyta",2016/02/29,05:42
