Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
13,2016/02/11,09:45,Varnės g./Gilužės sank. ,BPC,Važ. kelio dalyje duobė.,"Užpilta skalda (0,1m3)",2016/02/11,11:00
14,2016/02/11,10:00,Sodų g.22,,Darbai atlikti,"Laikinas ženklas paimtas, išvežtas.",2016/02/11,
15,2016/02/11,10:10,Savanorių pr.(st. Vilkpedės),BPC,Stiklo duženos.,"Surinktos, išvežtos.",2016/02/11,10:45
16,2016/02/11,10:55,Savanorių pr.,Važiuojant pastebėta,Automobilio padanga.,"Paimta, išvežta (1vnt)",2016/02/11,10:55
17,2016/02/11,10:57,Mažvydo g.17,BPC,Važ. gatvės dalyje statybinės šiukšlės.,"Surinktos, išvežtos.",2016/02/11,11:20
18,2016/02/11,11:25,Kanto g.3,Važiuojant pastebėta,Atviras šulinys žalioje vejoje.,Uždengtas tuo pačiu dangčiu kuris gulėjo šalia.,2016/02/11,11:30
19,2016/02/11,11:40,Smalinės g.(ties posukiu į Salotės g.),Važiuojant pastebėta,Lenta (važ. gatvės dalyje),"Paimta, išvežta",2016/02/11,11:40
20,2016/02/11,11:42,Rygos g.41,BPC,Žalioje vejoje atviras šulinys,Uždengtas tuo pačiu dangčiu.,2016/02/11,12:30
21,2016/02/11,11:45,Gelvonų g.49,Zavackienė.Miesto tvarkymo skyrius.,Ties įvažiavimu prie namo užsikimšęs LN trapas.,Trapas išvalytas vanduo suleistas.,2016/02/11,13:25
22,2016/02/11,11:48,"Stanevičiaus g.23


",BPC,"Gatvės važ. dalyje 
 plastmasinės nuolaužos
","Surinktos, išvežtos.",2016/02/11,13:05
23,2016/02/11,11:50,Bitininkų / Braškių g. sank.,Kazlauskas,Žalioje vejoje atviras šulinys,Ryšio šulinys uždengtas tuo pačiu dangčiu,2016/02/11,12:49
24,2016/02/11,11:50,Giedraičių g. nedavažiavus Žalgirio g.,G.Niaura,Važ.gatvės dalyje prie šulinio duobė,Užasfaltuota šaltu asfaltu (50kg),2016/02/11,12:20
25,2016/02/11,12:15,Ukmergės g.255,BPC,Važ. dalyje padangos,"Surinktos ,išvežtos (3vnt)",2016/02/11,12:35
26,2016/02/11,12:24,Paberžės g.18,,Kieme prie 1-mos laiptinės prie šulinio įgriuva.,"Nuvykus į vieta nustatyta, kad įgriuva prie FK šulinio. Pastatyta vert. Gairė.",2016/02/11,
27,2016/02/11,12:35,Dukštų g.24,Zavackienė.Miesto tvarkymo skyrius.,Prie namo žaliojoje vejoje smegduobė.,Įgriuva prie FK šulinio žalioje vejoje. Pastatyta tvorelė,2016/02/11,
28,2016/02/11,12:49,"Minsko pl. prieš PC ""MAXIMA""",BPC,Važ. dalyje duobė.,"Užpilta frezuotu asfaltu (0,1m3)",2016/02/11,13:45
29,2016/02/11,13:05,Ševenkos g. 10,El.paštas,Gatvės važ. dalyje duobė,Užsfaltuota šaltu asfaltu (50kg),2016/02/11,13:50
30,2016/02/11,13:15,Pasakų g.9,El. paštas,Važ. gatvės dalyje duobė ,"Duobė užtaisyta frezuotu asfaltu (0,1m3)",2016/02/11,14:25
31,2016/02/11,13:30,Eigulių g.,,Važ. dalyje prie šulinio įgriuva.,Įgriuva prie LN šulinio. Pastatyta vert gairė.,2016/02/11,
32,2016/02/11,14:00,Kauno g.6,,Kieme prie namo vanduo nenuteka stovi didelė bala.,Rankiniu būdu neprasivalo.,2016/02/11,
33,2016/02/11,14:19,Kunigiškių g.18,,Negyvas katinas prie namo guli.,Paimtas nuvežtas į BGKT,2016/02/11,16:19
34,2016/02/11,14:35,Varnės g 77.važ. link Zujūnų.,Gaisrininkai,Po automobilio avarijos išsilieją tepalai gatvės važ. dalyje.,"Duženos surinktos, išsilieją tepalai išvalyti sunaudota (5kg) sauso sorbento",2016/02/11,16:45
35,2016/02/11,14:55,Žirmūnų g.7,,Atviras šulinys žalioje vejoje,Uždengtas tuo pačiu dangčiu,2016/02/11,15:49
36,2016/02/11,15:20,Rinktinės g.,Važiuojant pastebėta,Kartoninė dėžė šaligatvyje,"Paimta, išvežta",2016/02/11,15:24
37,2016/02/11,15:45,Giedraičių/Žalgirio gatvių sankryža.,Policija,Autoįvykis,"Duženos surinktos, išvežtos. Gatvė išvalyta.",2016/02/11,17:00
38,2016/02/11,16:19,Ateities g.3D-1,Steponaitienė,Sudužo termometras,"Paimtas, išvežtas",2016/02/11,18:00
39,2016/02/11,16:34,Ozo/Kalvarijų gatvių  sankryža.,Policija,Autoįvykis,"Duženos surinktos, išvežtos. Gatvė išvalyta.",2016/02/11,17:20
40,2016/02/11,16:45,D. Girėno (st Prūsų),BPC,Važ. kelio dalyje kliūtis,Kliutis nuo važ. dalies pašalinta.,2016/02/11,17:05
41,2016/02/11,17:00,Rokantiškių g. važ link kapinių nusileidus nuo kalno.,BPC. Policija,Ant važ. kelio dalies nuvirto medis,Medis supjautas sukrautas ant žalios vejos.,2016/02/11,18:15
42,2016/02/11,17:44,"Grybo g.21 (Prie PC ""MAXIMA"")",BPC,Važiuojamoje gatvės dalyje duobė,"Užtaisyta frezuotu asfaltu (0,1m3)",2016/02/11,18:25
43,2016/02/11,18:50,Sidaronių g. važ. link Buivydiškių,112,Važ. kelio dalyje duobės.,"Užtaisyta frezuotu asfaltu (0,1m3)",2016/02/11,19:30
44,2016/02/11,19:05,Kojelavičiaus g.12,BPC,"Važ. kelio dalyje duobės, autoįvykis","Užtaisytos frezuotu asfaltu (0,2m3)",201602.11,20:10
45,2016/02/11,19:10,Kudirkos/Pamėnkalnio sankryža.,112,Neveikia šviesoforas,Įnformacija perduota,2016/02/11,
46,2016/02/11,20:00,Tūkstantmečio g. važ. link  oro uosto prieš geležinkelioviaduka.,BPC,Kelkraštyje negyvas šuo.,Nuvykus pagal adresą negyvo šuns nerasta.,2016/02/11,
47,2016/02/11,20:40,Genių g.15,BPC,Kelkraštyje atviras šulinys,Korpusas šulinio išvalytas dangtis atstatytas į vieta.,2016/02/11,21:45
48,2016/02/11,21:15,Žirmūnų g.46,,Atviras šulinys ties įvažiavimu į kiema.,Uždengtas tuo pačiu dangčiu.,2016/02/11,22:00
49,2016/02/11,22:25,Pelėsos g.45,Policija,Autoįvykis,"Duženos surinktos, išvežtos. Gatvė išvalyta.",2016/02/11,23:30
50,2016/02/11,22:54,Sakališkių g. nedavažiavus Birelių g.,BPC,Medis nuvirto ant važ kelio dalies,Nuvirtusio medžio nerasta rasta tik šaka ant kelio. Supjauta ir išvežta.,2016/02/12,0.003472
51,2016/02/12,0.017361,Kalvarijų g.66,,Iškilęs trapas važ. gatvės dalyje.,Trapo korpusas išvalytas grotelės atstatytos į vieta.,2016/02/12,0.065972
52,2016/02/12,0.024306,"Liepkalnio g. važ. Lydos pl. nuo ""MAXIMA'' parduotuvės",112,Nulūžęs medis ant važ. kelio dalies,Nuvykus pagal adresa nuvirtusio medžio nerasta.,2016/02/12,
53,2016/02/12,0.03125,Salininkai- Avinėlių g. važ. link Juodšilių.,BPC,Medis nuvirtęs ant važ. kelio dalies,"Medžio šaka supjauta, išvežta",2016/02/12,0.055556
54,2016/02/12,0.038194,Dvarčionių g. kylant į kalna.,BPC,Važ. kelio dalyje 1-moje juostoje medžio šakos nulūžusios trukdo eismui.,"Šakos surinktos, išvežtos",2016/02/12,0.069444
55,2016/02/12,0.045139,Nugalėtojų g. posūkis į Pasakų g.,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,0.079861
56,2016/02/12,0.051389,Galvės/ Kirtimų sankryža,112,Slidi kelio danga ant viaduko,Perduota,2016/02/12,
57,2016/02/12,0.054167,Pagubės g. važ . Link Molėtų pl. nuo autobusų žiedo.,BPC,Važ. kelio dalyje nuvirtęs medis,Supjautas sukrautas ant žalios vejos.,2016/02/12,0.083333
58,2016/02/12,0.059028,Tinago g.16A važ. link Gariūnų.,Policija,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,0.090278
59,2016/02/12,0.060417,Šilo g. kylant į kalna,112,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,0.083333
60,2016/02/12,0.065972,Salininkų žiedas važ. link Valčiūnų geležinkelio bėgių.,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/11,0.097222
61,2016/02/12,0.076389,Baltosios Vokės g. nuo sankr. Eišiškių pl. važ link Juodšilių.,Policija,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,02:50
62,2016/02/12,0.09375,Važ. nuo Salininkų link Kirtimų viaduko Eišiškių pl.,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas patrauktas nuo važ. kelio dalies.,2016/02/12,03:00
63,2016/02/12,02:40,Svajonių g. tarp Grybautojų ir Turniškių,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,03:30
64,2016/02/12,03:00,Zuikių g.,,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejos.,2016/02/12,03:39
65,2016/02/12,03:20,Šilo g. kylant į kalna,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrautas ant žalios vejo.,2016/02/12,04:10
66,2016/02/12,03:25,"Kojalavičiaus g,18",BPC,Nuvirto medis ant važ. kelio dalies,"Supjautas, patrauktas ant kelkraščio",2016/02/12,03:55
67,2016/02/12,03:30,Pupojų g. važ. link Rokantiškių,BPC,Medis nuvirtęs ant kelio,"Supjautas, patrauktas ant kelkraščio",2016/02/12,04:30
68,2016/02/12,04:10,Nemenčinės pl. posūkis į Karačiūnų g.,BPC,Medis nuvirtęs ant kelio,Supjautas patrauktas nuo važ. kelio dalies.,2016/02/12,05:05
69,2016/02/12,04:15,Rokantiškių g.  Važiuojant link kapinių.,BPC,Nulūžę medžiai ant važ. dalies.,Supjauti sukrauti ant žalios vejos.,2016/02/12,05:20
70,2016/02/12,04:18,Baltosios Vokės g. važ. link Agrastų g.,BPC,Nuvirtę medžiai ant važ. kelio dalies.,Supjauti sukrauti ant žalios vejos.,2016/02/12,04:50
71,2016/02/12,04:35,Eišiškių pl. už degalinės po dešinę puse.,BPC,Nuvirtęs medis ant važ. kelio dalies.,Supjautas sukrauta ant žalios vejos.,2016/02/12,05:55
72,2016/02/12,04:45,"Juodasis kelias važ. nuo Rasų kapinių link degalinės ""ORLEN""",BPC,Nuvirtęs medis ant važ. kelio dalies.,"Supjautas, sukrautas ant žalios vejos.",2016/02/12,06:00
73,2016/02/12,05:15,Gurių g. išsukant iš Minsko pl.,112,Nuvirtęs medis ant kelio.,"Supjautas, sukrautas ant žalios vejos.",2016/02/12,06:34
