Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
20,2016/03/08,13:05,Žolyno g. (Už sankryžos su Antakalnio g.),"UAB ,,Viešasis transportas""",Įgriuvęs šulinys važiuojamoje gatvės dalyje.,LN šulinys. Pastatyta vertikali gairė. Įrašas žurnale.,,
21,2016/03/08,13:15,Šeškinės g. 71,,"Pilnas LN šulinys, prie 2-os laiptinės.",Įrašas žurnale.,,
23,2016/03/08,14:34,Savanorių pr. 13A,,Užsikimšęs LN trapas kieme.,"Privati valda. Asfalto dangoje yra nežymus prasėdimas, kuriame stovi vanduo. ",2016/03/08,16:00
25,2016/03/08,14:55,Šilo g. 34,,Užsikimšęs LN trapas automobilių stovėjimo aikštelėje.,Trapas pravalytas. Vanduo suleistas.,2016/03/08,15:27
26,2016/03/08,15:20,Laisvės pr. 87A-70,Markauskienė,Termometras su gyvsidabriu.,Termometras paimtas.,2016/03/08,16:19
27,2016/03/08,15:30,Molėtų/Kairiūkščio g. sankryža ,BPC,Autoįvykis. Duženos ir tepalai važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Tepalai išvalyti. Sunaudota 2ltr. Skysto sorbento.,2016/03/08,16:01
28,2016/03/08,15:53,S. Nėries g. 27,,"Smegduobė žalioje vejoje, už namo.",Tarp LN ir FN tinklų. Įkalti kuoliukai su STOP juosta. Įrašas žurnale.,,
29,2016/03/08,15:57,Sausio 13-osios g. 15-35 ,Tunelevičienė,Termometras su gyvsidabriu.,Termometras paimtas.,2016/03/08,16:34
30,2016/03/08,16:15,"G. Vilko g. (Nuo Vingio parko link centro, prie greičio matuoklio)",BPC,Nestabilus šulinys važiuojamoje gatvės dalyje.,"Įgriuvęs LN apvalus trapas. Avarinės situacijos nėra, bet reikalingi remonto darbai. Įrašas žurnale.",2016/03/08,16:40
31,2016/03/08,16:25,Krivių g. 20/Filaretų g. 6,,"Iš po asfalto plaunamas gruntas, susidaro tuštuma.","Pastatytos 3 tvorelės, 3 vertikalios gairės, teritorija apjuosta STOP juosta. Informacija perduota.",,
32,2016/03/08,17:04,Gerbutavičiaus g. 10,Policijos ekipažas,Atviras šulinys žalioje vejoje.,Nurodytu adresu atvirų šulinių nepastebėta.,2016/03/08,17:30
33,2016/03/08,17:24,Panerių g. 41A,VPK,Statybinės šiukšlės važiuojamoje gatvės dalyje.,Šiukšlės surinktos ir išvežtos. Gatvė išvalyta.,2016/03/08,17:50
34,2016/03/08,17:57,Žemaitės/Savanorių pr. sankryža,,Važiuojamoje gatvės dalyje pastebėtas skardos lakštas.,Skardos lakštas paimtas ir išvežtas.,2016/03/08,18:01
35,2016/03/08,18:03,Mokslininkų g. ,Garbovskis,Avainės duobės važiuojamoje gatvės dalyje.,"7 avarinės duobės laikinai užtaisytos frezuotu asfaltu. Sunaudota 0,5m³. Informacija perduota.",,
36,2016/03/08,18:04,Bajorų g.,Garbovskis,Avainės duobės važiuojamoje gatvės dalyje.,"18 avarinių duobių laikinai užtaisyta frezuotu asfaltu. Sunaudota 1,5m³. Informacija perduota.",,
37,2016/03/08,19:12,Lokių g. 27A,VPK,Bilda šulinio dangtis važiuojamoje gatvės dalyje.,"FN šulinys. Korpusas išvalytas nuo smėlio. Dangtis korpuse laikosi tvirtai, nejuda.",2016/03/08,19:38
38,2016/03/08,19:24,Didlaukio g. 33,,Užsikimšęs LN trapas automobilių stovėjimo aikštelėje.,Trapas pravalytas. Vanduo suleistas.,2016/03/08,19:48
39,2016/03/08,19:34,Kalvarijų g. 158,,Užsikimšęs LN trapas automobilių stovėjimo aikštelėje.,Trapas pravalytas. Vanduo suleistas.,2016/03/08,20:10
40,2016/03/08,19:49,Baltupio g. 41,Lignugaris,Pilnas FN šulinys.,Informacija perduota.,,
41,2016/03/08,19:57,Viršupio g. ,Policijos ekipažas,Didelis kiekis vandens važiuojamoje gatvės dalyje.,Vanduo suleistas į kelkraštį.,2016/03/08,20:20
42,2016/03/08,20:15,Nemenčinės pl. (Nedavažiavus sankryžos su Kairėnų g.),VPK,Avarinė duobė važiuojamoje gatvės dalyje. Autoįvykis.,"Duobė (250x90cm. H17cm.) laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,15m³. Informacija perduota.",,
43,2016/03/08,20:26,Plytinės g. (100m. Už kavinės Miško užeiga),,Kelkraštyje pastebėta lengvojo automobilio padanga.,Padanga paimta ir išvežta.,2016/03/08,20:31
44,2016/03/08,20:29,Braškių/Maumedžių g. sankirta,Krasauskienė,Atviras šulinys žalioje vejoje.,FN šulinys. Uždengtas tuo pačiu dangčiu.,2016/03/08,20:54
45,2016/03/08,20:52,Minsko pl. (Nedavažiavus Vilniaus miesto ribos),VPK,Medinis padėklas važiuojamoje gatvės dalyje.,Padėklo nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/03/08,21:15
46,2016/03/08,21:19,Jasinskio g. 14,,Užsikimšęs trapas kieme.,Trapas pravalytas. Vanduo suleistas.,2016/03/08,21:45
47,2016/03/08,21:52,Stanevičiaus g. 19,BPC,Sužeistas šuo prie gatvės.,Nurodytu adresu šuns nepastebėta.,2016/03/08,22:20
48,2016/03/08,22:23,Rokantiškių g. 11,VPK,Avarinė duobė važiuojamoje gatvės dalyje. Autoįvykis.,"Duobė (180x120cm. H15cm.) laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,15m³. Informacija perduota.",,
49,2016/03/08,22:49,Krivių g. 20/Filaretų g. 6,,Įrašas 2016.03.08d. 16:25val. Patikrinti avarinę vietą.,Įgriuva nepadidėjo. Aptverimas vietoje.,2016/03/08,23:12
50,2016/03/08,23:07,Gabijos g. 21,,Praviras šulinys žalioje vejoje.,Šulinys uždengtas tuo pačiu dangiu. ,2016/03/08,23:31
51,2016/03/08,23:25,Markučių g. 44 ,VPK,Betono duženos vaiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/03/08,23:48
52,2016/03/08,23:27,Juodasis kelias (Link geležinkelio pervažos),,Sužeista stirna kelkraštyje.,Nurodytu adresu stirnos nepastebėta.,2016/03/09,0.003472
53,2016/03/09,0.025694,Apkasų/Minties g. sankryža,VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/03/09,0.044444
54,2016/03/09,03:15,Kareivių g. (Prie Medžio centro.,VPK,Kliūtis važiuojamoje gatvės dalyje.,Bamperio nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/03/09,03:39
55,2016/03/09,04:45,Skroblų g. 4,Policijos ekipažas,Praviras šulinys žalioje vejoje.,FN šulinys. Udengtas tuo pačiu dangčiu.,2016/03/09,05:07
56,2016/03/09,05:19,Kirtimų g. 29,,Suplėšyta krovininio automobilio padanga važiuojamoje gatvės dalyje.,Padanga paimta ir išvežta.,2016/03/09,05:44
