Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
12,2016/02/25,11:21,Tūkstantmečio g. (Viadukas virš Tūkstantmečio žiedo),BPC,Atviras šulinys važiuojamoje gatvės dalyje.,LN šulinys. Laikinai uždengtas manevriniu dangčiu. Pastatytos 2 vertikalios gairės. Informacija perduota.,,
13,2016/02/25,11:23,Stanevičiaus g. 17,FN,Darbai atlikti.,Tvorelės paimtos.,2016/02/25,11:49
14,2016/02/25,12:08,Eišiškių pl. 8,FN,Atviras trapas automobilių stovėjimo aikštelėje.,LN tapas. Uždengtas naujomis metalinėmis grotelėmis.,2016/02/25,12:31
15,2016/02/25,12:28,Gynėjų/Goštauto g. sankryža,BPC,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/25,13:00
16,2016/02/25,12:51,Laisvės/Justiniškių g. sankryža,VPK,Plastmasinės nuolaužos važiuojamoje gatvės dalyje.,Nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/25,13:23
17,2016/02/25,13:46,Savanorių pr. 7,BPC,Avarinė duobė važiuojamoje gatvės dalyje.,"Duobė (110x70cm. H7cm.) laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,15m³. Informacija perduota.",,
18,2016/02/25,13:52,Dariaus ir Girėno/Eišiškių pl. sankryža,Lapinskienė,Avarinė duobė važiuojamoje gatvės dalyje.,"Duobė (110x70cm. H7cm.) laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,15m³. Informacija perduota.",,
19,2016/02/25,14:05,Franko g. 2A,Policijos ekipažas,Apverstas šiukšlių konteineris.,"Konteineris pastatytas į vietą, šiukšlės surinktos.",2016/02/25,14:43
20,2016/02/25,14:57,Musninkų g. 7,,Nulūžusi medžio šaka važiuojamoje gatvės dalyje.,Medžio šaka išvežta.,2016/02/25,15:22
21,2016/02/25,15:28,Antakalnio g. 47,Ieva,Negyvas katinas.,Nurodytu adresu katino nepastebėta.,2016/02/25,16:00
22,2016/02/25,16:15,Šeškinės g. 24,,Avarinės duobės važiuojamoje gatvės dalyje.,"2 duobės (120x100cm. H10cm. Ir 80x70cm. H10cm. Laikinai užtaisytos frezuotu asfaltu. Sunaudota 0,2m³. Informacija perduota.",,
23,2016/02/25,16:19,Jonažolių g. 7-141,,Termometras su gyvsidabriu.,Termometras paimtas.,2016/02/25,16:44
24,2016/02/25,16:42,Ateities g. 2A,VPK,Betono duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/25,17:11
25,2016/02/25,17:17,Stanevičiaus g. 86,,Važiuojamoje gatvės dalyje pastebėta lengvojo automobilio padanga.,Padanga paimta ir išvežta.,2016/02/25,17:22
26,2016/02/25,17:27,Krivių g. 35-12,Strečin,Termometras su gyvsidabriu.,Termometras paimtas.,2016/02/25,17:52
27,2016/02/25,17:34,Gelvonų g. 22,BPC,Avarinė duobė važiuojamoje gatvės dalyje.,"Duobė (100x50cm. H18cm.) laikinai užtaisyta frezuotu asfaltu. Sunaudota 0,15m³. Informacija perduota.",,
28,2016/02/25,18:02,Jankiškių g. 47A,VV,"Atviras šulinysžalioje vejoje, prie šaligatvio.",LN šulinys. Uždengtas tuo pačiu dangčiu.,2016/02/25,18:30
29,2016/02/25,18:32,Liepkalnio g. (Prie stadiono),Policijos ekipažas,Lentų nuolaužos važiuojamoje gatvės dalyje.,Lentų nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/25,18:57
30,2016/02/25,19:16,"Kirtimų g. (Už žiedo, link Vaidotų)",,Avarinė duobė važiuojamoje gatvės dalyje.,Nurodytu adresu avarinės duobės nepastebėta.,,
31,2016/02/25,19:25,Santariškių žiedas,BPC,Avarinė duobė važiuojamoje gatvės dalyje. Autoįvykis.,Automobilis VW Passat (Valst. Nr. EEA707) apgadino padanga. Duobė (70x40cm. H12cm.) laikinai užtaisyta frezuotu asfaltu. Informacija perduota.,,
32,2016/02/25,19:38,Naugarduko/Algirdo g. sankryža,BPC,Negyvas katinas važiuojamoje gatvės dalyje.,Katinas paimtas ir nuvežtas į BGKT.,2016/02/25,20:05
33,2016/02/25,19:53,Genių g. 17,,Pilnas FN šulinys.,Informacija perduota.,,
34,2016/02/25,20:16,Pramonės g. 44,Tomas,Statybinė skalda važiuojamoje gatvės dalyje.,Skalda surinkta ir išvežta. Gatvė išvalyta.,2016/02/25,20:51
35,2016/05/25,20:37,Kalvarijų g. 50,VV,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/05/25,21:02
36,2016/05/25,21:08,Krokuvos g. 2,,Važiuojamoje gatvės dalyje pastebėta lengvojo automobilio padanga.,Padanga paimta ir išvežta.,2016/05/25,21:12
37,2016/05/25,21:17,Gvazdikų g. 211,,Atviras šulinys žalioje vejoje.,FN. Šulinys. Uždengtas tuo pačiu dangčiu.,2016/05/25,21:52
38,2016/05/25,21:42,Juodasis kelias 33,VPK,Nulūžusi medžio šaka važiuojamoje gatvės dalyje.,Medžio šaka išvežta.,2016/05/25,22:12
39,2016/05/25,22:17,Taikos g. 130,,Atviras LN trapas įvažiavime į kiemą.,LN trapas. Uždengtas tomis pačiomis grotelėmis.,2016/05/25,22:52
40,2016/05/25,22:29,Kovaliuko g. 2,,"Nulenktas kelio ženklas ,,Pėsčiųjų perėja"".",Ženklas ištiesintas.,2016/05/25,22:58
41,2016/02/25,22:37,Nemenčinčinės/Balžio g. sankryža,VPK,Autoįvykis. Duženos važiuojamoje gatvės dalyje.,Duženos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/25,23:05
42,2016/02/25,23:18,Antakalnio g. (Prie lygoninės),,Važiuojamoje gatvės dalyje pastebėtas rato gaubtas.,Gaubtas paimtas ir išvežtas.,2016/02/25,23:22
43,2016/02/26,23:32,Sukilėlių g.,,Važiuojamoje gatvės dalyje pastebėtas plastmasinis posparnis.,Posparnis paimtas ir išvežtas.,2016/02/26,23:36
44,2016/02/26,23:45,Jūratės g. 14,Mindaugas,Pilnas FN šulinys.,Informacija perduota.,,
45,2016/02/26,04:45,"Laisvės per. (St. ,,Paruodų rūmai"")",VPK,Plastmasinės nuolaužos važiuojamoje gatvės dalyje.,Nuolaužos surinktos ir išvežtos. Gatvė išvalyta.,2016/02/26,05:07
46,2016/02/26,06:09,Savanorių pr. (Prie ŽBK gamyklos į Riovonių g. pusę),Kemeža,Sulaužyti laikinėji kelio ženklai važiuojamoje gatvės dalyje.,2 sulaužytos tvorelės pakeistos 2 naujomis. Vertikali gairė pastatyta į vietą.,2016/02/26,06:24
47,2016/02/26,06:30,Savanorių/Vilkpėdės g. sankryža,,Važiuojamoje gatvės dalyje pastebėtas skardos lakštas.,Skardos lakštas paimtas ir išvežtas.,2016/02/26,06:34
